Código MTE,Período,Estoque,Admissões,Desligamentos,Saldos,Variação Relativa (%),Nome,Latitude,Longitude,Código IBGE,ID Reg. Adm.,Apelido Reg. Adm.,Rotatividade
355365,Janeiro/2021,409.0,23,6,17,4.34,Taquaral,-21.0737,-48.4126,3553658,11,Ribeirão Preto,0.035452322738386305
355370,Janeiro/2021,9361.0,294,264,30,0.32,Taquaritinga,-21.4049,-48.5103,3553708,1,São Carlos,0.02980450806537763
355380,Janeiro/2021,4438.0,197,121,76,1.74,Taquarituba,-23.5307,-49.24100000000001,3553807,7,Itapeva,0.035826949076160436
355385,Janeiro/2021,1320.0,12,24,-12,-0.9,Taquarivaí,-23.9211,-48.6948,3553856,7,Itapeva,0.013636363636363636
355390,Janeiro/2021,1285.0,39,21,18,1.42,Tarabai,-22.3016,-51.5621,3553906,9,Presidente Prudente,0.023346303501945526
355395,Janeiro/2021,5234.0,546,154,392,8.1,Tarumã,-22.7429,-50.5786,3553955,8,Marília,0.06687046236148261
355400,Janeiro/2021,26931.0,951,755,196,0.73,Tatuí,-23.3487,-47.8461,3554003,16,Sorocaba,0.031673536073669746
355410,Janeiro/2021,72709.0,2466,2296,170,0.23,Taubaté,-23.0104,-45.5593,3554102,14,São José dos Campos,0.03274697767814163
355420,Janeiro/2021,818.0,72,55,17,2.12,Tejupá,-23.3425,-49.3722,3554201,7,Itapeva,0.0776283618581907
355430,Janeiro/2021,2666.0,157,57,100,3.9,Teodoro Sampaio,-22.5299,-52.1682,3554300,9,Presidente Prudente,0.04013503375843961
355440,Janeiro/2021,1134.0,227,38,189,20.0,Terra Roxa,-20.787,-48.3314,3554409,3,Barretos,0.11684303350970017
355450,Janeiro/2021,14032.0,532,385,147,1.06,Tietê,-23.1101,-47.7164,3554508,16,Sorocaba,0.032675313568985176
355460,Janeiro/2021,262.0,22,15,7,2.75,Timburi,-23.2057,-49.6096,3554607,8,Marília,0.07061068702290077
355465,Janeiro/2021,235.0,3,1,2,0.86,Torre de Pedra,-23.2462,-48.1955,3554656,16,Sorocaba,0.00851063829787234
355470,Janeiro/2021,2066.0,62,63,-1,-0.05,Torrinha,-22.4237,-48.1731,3554706,5,Campinas,0.030251694094869313
355475,Janeiro/2021,419.0,9,26,-17,-3.9,Trabiju,-22.0388,-48.3342,3554755,1,São Carlos,0.041766109785202864
355480,Janeiro/2021,4879.0,179,147,32,0.66,Tremembé,-22.9571,-45.5475,3554805,14,São José dos Campos,0.033408485345357654
355490,Janeiro/2021,350.0,27,8,19,5.74,Três Fronteiras,-20.2344,-50.8905,3554904,13,São José do Rio Preto,0.05
355495,Janeiro/2021,645.0,10,16,-6,-0.92,Tuiuti,-22.8193,-46.6937,3554953,5,Campinas,0.020155038759689922
355500,Janeiro/2021,13942.0,441,410,31,0.22,Tupã,-21.9335,-50.5191,3555000,8,Marília,0.0305192942189069
355510,Janeiro/2021,1912.0,46,50,-4,-0.21,Tupi Paulista,-21.3825,-51.575,3555109,9,Presidente Prudente,0.02510460251046025
355520,Janeiro/2021,114.0,11,1,10,9.62,Turiúba,-20.9428,-50.1135,3555208,2,Araçatuba,0.05263157894736842
355530,Janeiro/2021,142.0,0,1,-1,-0.7,Turmalina,-20.0486,-50.4792,3555307,13,São José do Rio Preto,0.0035211267605633804
355535,Janeiro/2021,1226.0,122,18,104,9.27,Ubarana,-21.165,-49.7198,3555356,13,São José do Rio Preto,0.057096247960848286
355540,Janeiro/2021,18404.0,849,868,-19,-0.1,Ubatuba,-23.4332,-45.0834,3555406,14,São José dos Campos,0.04664746794175179
355550,Janeiro/2021,1456.0,21,12,9,0.62,Ubirajara,-22.5272,-49.6613,3555505,4,Bauru,0.011332417582417582
355560,Janeiro/2021,880.0,39,133,-94,-9.65,Uchoa,-20.9511,-49.1713,3555604,13,São José do Rio Preto,0.09772727272727273
355570,Janeiro/2021,112.0,4,11,-7,-5.88,União Paulista,-20.8862,-49.9025,3555703,13,São José do Rio Preto,0.06696428571428571
355580,Janeiro/2021,1095.0,63,26,37,3.5,Urânia,-20.2455,-50.6455,3555802,13,São José do Rio Preto,0.040639269406392696
355590,Janeiro/2021,87.0,1,0,1,1.16,Uru,-21.7866,-49.2848,3555901,4,Bauru,0.005747126436781609
355600,Janeiro/2021,2831.0,108,70,38,1.36,Urupês,-21.2032,-49.2931,3556008,13,São José do Rio Preto,0.03143765453903214
355610,Janeiro/2021,2674.0,139,113,26,0.98,Valentim Gentil,-20.4217,-50.0889,3556107,13,São José do Rio Preto,0.04712041884816754
355620,Janeiro/2021,42769.0,1662,1571,91,0.21,Valinhos,-22.9698,-46.9974,3556206,5,Campinas,0.037796067244967146
355630,Janeiro/2021,5176.0,190,124,66,1.29,Valparaíso,-21.2229,-50.8699,3556305,2,Araçatuba,0.0303323029366306
355635,Janeiro/2021,983.0,38,21,17,1.76,Vargem,-22.886999999999997,-46.4124,3556354,5,Campinas,0.030010172939979655
355640,Janeiro/2021,6988.0,297,224,73,1.06,Vargem Grande do Sul,-21.8322,-46.8913,3556404,5,Campinas,0.03727819118488838
355645,Janeiro/2021,11152.0,520,375,145,1.32,Vargem Grande Paulista,-23.5993,-47.022,3556453,15,São Paulo,0.04012733142037303
355650,Janeiro/2021,16580.0,733,631,102,0.62,Várzea Paulista,-23.2136,-46.8234,3556503,5,Campinas,0.041133896260554886
355660,Janeiro/2021,893.0,16,29,-13,-1.43,Vera Cruz,-22.2183,-49.8207,3556602,8,Marília,0.025195968645016796
355670,Janeiro/2021,38577.0,1448,1403,45,0.12,Vinhedo,-23.0302,-46.9833,3556701,5,Campinas,0.03695206988620162
355680,Janeiro/2021,2382.0,130,76,54,2.32,Viradouro,-20.8734,-48.293,3556800,3,Barretos,0.04324097397145256
355690,Janeiro/2021,3295.0,180,73,107,3.36,Vista Alegre do Alto,-21.1692,-48.6284,3556909,3,Barretos,0.03839150227617603
355695,Janeiro/2021,105.0,2,1,1,0.96,Vitória Brasil,-20.1956,-50.4875,3556958,13,São José do Rio Preto,0.014285714285714285
355700,Janeiro/2021,17400.0,759,685,74,0.43,Votorantim,-23.5446,-47.4388,3557006,16,Sorocaba,0.04149425287356322
355710,Janeiro/2021,25351.0,998,913,85,0.34,Votuporanga,-20.4237,-49.9781,3557105,13,São José do Rio Preto,0.037690820874916174
355715,Janeiro/2021,346.0,10,10,0,0.0,Zacarias,-21.0506,-50.0552,3557154,13,São José do Rio Preto,0.028901734104046242
355720,Janeiro/2021,1479.0,165,45,120,8.83,Chavantes,-23.0366,-49.7096,3557204,8,Marília,0.07099391480730223
355730,Janeiro/2021,1843.0,51,51,0,0.0,Estiva Gerbi,-22.2713,-46.9481,3557303,5,Campinas,0.027672273467173086
350010,Fevereiro/2021,9121.0,415,240,175,1.96,Adamantina,-21.682,-51.0737,3500105,9,Presidente Prudente,0.03590615064137704
350020,Fevereiro/2021,695.0,20,23,-3,-0.43,Adolfo,-21.2325,-49.6451,3500204,13,São José do Rio Preto,0.03093525179856115
350030,Fevereiro/2021,7592.0,244,183,61,0.81,Aguaí,-22.0572,-46.9735,3500303,5,Campinas,0.028121707060063224
350040,Fevereiro/2021,792.0,48,26,22,2.86,Águas da Prata,-21.9319,-46.7176,3500402,5,Campinas,0.04671717171717172
350050,Fevereiro/2021,4930.0,186,136,50,1.02,Águas de Lindóia,-22.4733,-46.6314,3500501,5,Campinas,0.032657200811359026
350055,Fevereiro/2021,1227.0,15,56,-41,-3.23,Águas de Santa Bárbara,-22.8812,-49.2421,3500550,16,Sorocaba,0.02893235533822331
350060,Fevereiro/2021,987.0,49,45,4,0.41,Águas de São Pedro,-22.5977,-47.8734,3500600,5,Campinas,0.047619047619047616
350070,Fevereiro/2021,7972.0,263,223,40,0.5,Agudos,-22.4694,-48.9863,3500709,4,Bauru,0.030481685900652283
350075,Fevereiro/2021,689.0,21,12,9,1.32,Alambari,-23.5503,-47.898,3500758,16,Sorocaba,0.023947750362844702
350080,Fevereiro/2021,1369.0,10,35,-25,-1.79,Alfredo Marcondes,-21.9527,-51.413999999999994,3500808,9,Presidente Prudente,0.01643535427319211
350090,Fevereiro/2021,785.0,17,9,8,1.03,Altair,-20.5242,-49.0571,3500907,3,Barretos,0.016560509554140127
350100,Fevereiro/2021,2985.0,98,49,49,1.67,Altinópolis,-21.0214,-47.3712,3501004,11,Ribeirão Preto,0.024623115577889446
350110,Fevereiro/2021,489.0,11,3,8,1.66,Alto Alegre,-21.5811,-50.168,3501103,2,Araçatuba,0.014314928425357873
350115,Fevereiro/2021,6666.0,163,143,20,0.3,Alumínio,-23.5306,-47.2546,3501152,16,Sorocaba,0.022952295229522954
350120,Fevereiro/2021,495.0,24,14,10,2.06,Álvares Florence,-20.3203,-49.9141,3501202,13,São José do Rio Preto,0.03838383838383838
350130,Fevereiro/2021,2658.0,130,84,46,1.76,Álvares Machado,-22.0764,-51.4722,3501301,9,Presidente Prudente,0.04025583145221971
350140,Fevereiro/2021,202.0,6,1,5,2.54,Álvaro de Carvalho,-22.0841,-49.718999999999994,3501400,8,Marília,0.017326732673267328
350150,Fevereiro/2021,357.0,7,0,7,2.0,Alvinlândia,-22.4435,-49.7623,3501509,8,Marília,0.00980392156862745
350160,Fevereiro/2021,73297.0,4021,2734,1287,1.79,Americana,-22.7374,-47.3331,3501608,5,Campinas,0.046079648553146786
350170,Fevereiro/2021,10870.0,355,362,-7,-0.06,Américo Brasiliense,-21.7288,-48.1147,3501707,1,São Carlos,0.03298068077276909
350180,Fevereiro/2021,257.0,13,3,10,4.05,Américo de Campos,-20.2985,-49.7359,3501806,13,São José do Rio Preto,0.0311284046692607
350190,Fevereiro/2021,25036.0,838,702,136,0.55,Amparo,-22.7088,-46.772,3501905,5,Campinas,0.030755711775043937
350200,Fevereiro/2021,1165.0,23,13,10,0.87,Analândia,-22.1289,-47.6619,3502002,5,Campinas,0.015450643776824034
350210,Fevereiro/2021,14428.0,680,676,4,0.03,Andradina,-20.8948,-51.3786,3502101,2,Araçatuba,0.046991960077626835
350220,Fevereiro/2021,5436.0,107,178,-71,-1.29,Angatuba,-23.4917,-48.4139,3502200,7,Itapeva,0.026214128035320087
350230,Fevereiro/2021,708.0,13,12,1,0.14,Anhembi,-22.79300000000001,-48.1336,3502309,16,Sorocaba,0.01765536723163842
350240,Fevereiro/2021,217.0,9,5,4,1.88,Anhumas,-22.2934,-51.3895,3502408,9,Presidente Prudente,0.03225806451612903
350250,Fevereiro/2021,8706.0,181,218,-37,-0.42,Aparecida,-22.8495,-45.2325,3502507,14,São José dos Campos,0.022915230875258444
350260,Fevereiro/2021,460.0,6,19,-13,-2.75,Aparecida d'Oeste,-20.4487,-50.8835,3502606,13,São José do Rio Preto,0.02717391304347826
350270,Fevereiro/2021,4595.0,114,65,49,1.08,Apiaí,-24.5108,-48.8443,3502705,7,Itapeva,0.019477693144722523
350275,Fevereiro/2021,9562.0,418,299,119,1.26,Araçariguama,-23.4366,-47.0608,3502754,16,Sorocaba,0.03749215645262497
350280,Fevereiro/2021,50462.0,2067,1597,470,0.94,Araçatuba,-21.2076,-50.4401,3502804,2,Araçatuba,0.03630454599500614
350290,Fevereiro/2021,5115.0,342,158,184,3.73,Araçoiaba da Serra,-23.5029,-47.6166,3502903,16,Sorocaba,0.04887585532746823
350300,Fevereiro/2021,761.0,46,27,19,2.56,Aramina,-20.0882,-47.7873,3503000,6,Franca,0.047963206307490146
350310,Fevereiro/2021,856.0,18,201,-183,-17.61,Arandu,-23.1386,-49.0487,3503109,7,Itapeva,0.12792056074766356
350315,Fevereiro/2021,106.0,0,2,-2,-1.85,Arapeí,-22.6717,-44.4441,3503158,14,São José dos Campos,0.009433962264150943
350320,Fevereiro/2021,75936.0,2916,2245,671,0.89,Araraquara,-21.7845,-48.178000000000004,3503208,1,São Carlos,0.03398256426464391
350330,Fevereiro/2021,35248.0,1428,1145,283,0.81,Araras,-22.3572,-47.3842,3503307,5,Campinas,0.03649852473899228
350335,Fevereiro/2021,179.0,9,1,8,4.68,Arco-Íris,-21.7728,-50.466,3503356,8,Marília,0.027932960893854747
350340,Fevereiro/2021,1628.0,57,50,7,0.43,Arealva,-22.031,-48.9135,3503406,4,Bauru,0.032862407862407864
350350,Fevereiro/2021,605.0,29,13,16,2.72,Areias,-22.5786,-44.6992,3503505,14,São José dos Campos,0.03471074380165289
350360,Fevereiro/2021,1040.0,24,51,-27,-2.53,Areiópolis,-22.6672,-48.6681,3503604,16,Sorocaba,0.036057692307692304
350370,Fevereiro/2021,2535.0,17,37,-20,-0.78,Ariranha,-21.1872,-48.7904,3503703,13,São José do Rio Preto,0.010650887573964497
350380,Fevereiro/2021,8158.0,398,265,133,1.66,Artur Nogueira,-22.5727,-47.1727,3503802,5,Campinas,0.04063495954890905
350390,Fevereiro/2021,25797.0,1064,838,226,0.88,Arujá,-23.3965,-46.32,3503901,15,São Paulo,0.03686475171531573
350395,Fevereiro/2021,52.0,3,0,3,6.12,Aspásia,-20.16,-50.728,3503950,13,São José do Rio Preto,0.028846153846153848
350400,Fevereiro/2021,20150.0,851,600,251,1.26,Assis,-22.66,-50.4183,3504008,8,Marília,0.036004962779156324
350410,Fevereiro/2021,41430.0,1788,1284,504,1.23,Atibaia,-23.1171,-46.5563,3504107,5,Campinas,0.037074583635047065
350420,Fevereiro/2021,2231.0,102,59,43,1.97,Auriflama,-20.6836,-50.5572,3504206,2,Araçatuba,0.03608247422680412
350430,Fevereiro/2021,1518.0,81,33,48,3.27,Avaí,-22.1514,-49.3356,3504305,4,Bauru,0.037549407114624504
350440,Fevereiro/2021,2190.0,194,70,124,6.0,Avanhandava,-21.4584,-49.9509,3504404,2,Araçatuba,0.06027397260273973
350450,Fevereiro/2021,19319.0,778,684,94,0.49,Avaré,-23.1067,-48.9251,3504503,16,Sorocaba,0.03783839743257933
350460,Fevereiro/2021,3451.0,231,206,25,0.73,Bady Bassitt,-20.9197,-49.4385,3504602,13,São José do Rio Preto,0.06331498116487974
350470,Fevereiro/2021,734.0,1,0,1,0.14,Balbinos,-21.8963,-49.3619,3504701,4,Bauru,0.0006811989100817438
350480,Fevereiro/2021,1455.0,225,44,181,14.21,Bálsamo,-20.7348,-49.5865,3504800,13,São José do Rio Preto,0.09243986254295533
350490,Fevereiro/2021,1181.0,29,19,10,0.85,Bananal,-22.6819,-44.3281,3504909,14,São José dos Campos,0.02032176121930567
350500,Fevereiro/2021,340.0,25,14,11,3.34,Barão de Antonina,-23.6284,-49.5634,3505005,7,Itapeva,0.057352941176470586
350510,Fevereiro/2021,668.0,17,9,8,1.21,Barbosa,-21.2657,-49.9518,3505104,2,Araçatuba,0.019461077844311378
350520,Fevereiro/2021,8765.0,326,296,30,0.34,Bariri,-22.073,-48.7438,3505203,4,Bauru,0.03548203080433542
350530,Fevereiro/2021,10127.0,272,237,35,0.35,Barra Bonita,-22.4909,-48.5583,3505302,4,Bauru,0.02513083835291794
350535,Fevereiro/2021,441.0,12,10,2,0.46,Barra do Chapéu,-24.4722,-49.0238,3505351,7,Itapeva,0.024943310657596373
350540,Fevereiro/2021,301.0,19,19,0,0.0,Barra do Turvo,-24.759,-48.5013,3505401,10,Registro,0.06312292358803986
350550,Fevereiro/2021,30825.0,1151,848,303,0.99,Barretos,-20.5531,-48.5698,3505500,3,Barretos,0.0324249797242498
350560,Fevereiro/2021,3521.0,332,317,15,0.43,Barrinha,-21.1864,-48.1636,3505609,11,Ribeirão Preto,0.09216131780744106
350570,Fevereiro/2021,280276.0,13882,12395,1487,0.53,Barueri,-23.5057,-46.879,3505708,15,São Paulo,0.04687700695029186
350580,Fevereiro/2021,6129.0,129,156,-27,-0.44,Bastos,-21.921,-50.7357,3505807,8,Marília,0.0232501223690651
350590,Fevereiro/2021,16081.0,577,386,191,1.2,Batatais,-20.8929,-47.5921,3505906,6,Franca,0.029942167775635842
350600,Fevereiro/2021,122469.0,4970,4302,668,0.55,Bauru,-22.3246,-49.0871,3506003,4,Bauru,0.03785447745960202
350610,Fevereiro/2021,23018.0,974,2127,-1153,-4.77,Bebedouro,-20.9491,-48.4791,3506102,3,Barretos,0.06736032670084281
350620,Fevereiro/2021,897.0,10,6,4,0.45,Bento de Abreu,-21.2686,-50.81399999999999,3506201,2,Araçatuba,0.008918617614269788
350630,Fevereiro/2021,2487.0,87,79,8,0.32,Bernardino de Campos,-23.0164,-49.4679,3506300,8,Marília,0.03337354242058705
350635,Fevereiro/2021,12219.0,486,467,19,0.16,Bertioga,-23.8486,-46.1396,3506359,12,Santos,0.03899664456993207
350640,Fevereiro/2021,1262.0,61,30,31,2.52,Bilac,-21.404,-50.4746,3506409,2,Araçatuba,0.036053882725832015
350650,Fevereiro/2021,29244.0,1696,898,798,2.81,Birigui,-21.291,-50.3432,3506508,2,Araçatuba,0.04435097797838873
350660,Fevereiro/2021,2936.0,84,50,34,1.17,Biritiba-Mirim,-23.5698,-46.0407,3506607,15,São Paulo,0.02282016348773842
350670,Fevereiro/2021,2162.0,56,62,-6,-0.28,Boa Esperança do Sul,-21.9918,-48.3906,3506706,1,São Carlos,0.0272895467160037
350680,Fevereiro/2021,3401.0,153,53,100,3.03,Bocaina,-22.1365,-48.523,3506805,4,Bauru,0.030285210232284622
350690,Fevereiro/2021,2048.0,68,40,28,1.39,Bofete,-23.1055,-48.2582,3506904,16,Sorocaba,0.0263671875
350700,Fevereiro/2021,19775.0,835,735,100,0.51,Boituva,-23.2855,-47.6786,3507001,16,Sorocaba,0.03969658659924147
350710,Fevereiro/2021,5224.0,254,163,91,1.77,Bom Jesus dos Perdões,-23.1356,-46.4675,3507100,5,Campinas,0.039911944869831545
350715,Fevereiro/2021,348.0,30,10,20,6.1,Bom Sucesso de Itararé,-24.3155,-49.1451,3507159,7,Itapeva,0.05747126436781609
350720,Fevereiro/2021,919.0,50,6,44,5.03,Borá,-22.2696,-50.5409,3507209,8,Marília,0.030467899891186073
350730,Fevereiro/2021,1472.0,61,38,23,1.59,Boracéia,-22.1926,-48.7808,3507308,4,Bauru,0.033627717391304345
350740,Fevereiro/2021,2339.0,96,59,37,1.61,Borborema,-21.6214,-49.0741,3507407,1,São Carlos,0.03313381787088499
350745,Fevereiro/2021,752.0,18,20,-2,-0.27,Borebi,-22.5728,-48.9707,3507456,4,Bauru,0.02526595744680851
350750,Fevereiro/2021,38157.0,1436,1278,158,0.42,Botucatu,-22.8837,-48.4437,3507506,16,Sorocaba,0.03556359252561784
350760,Fevereiro/2021,46538.0,2086,1802,284,0.61,Bragança Paulista,-22.9527,-46.5419,3507605,5,Campinas,0.04177231509733981
350770,Fevereiro/2021,460.0,11,10,1,0.22,Braúna,-21.499000000000002,-50.3175,3507704,2,Araçatuba,0.02282608695652174
350775,Fevereiro/2021,460.0,0,4,-4,-0.86,Brejo Alegre,-21.1651,-50.1861,3507753,2,Araçatuba,0.004347826086956522
350780,Fevereiro/2021,5136.0,233,145,88,1.74,Brodowski,-20.9845,-47.6572,3507803,11,Ribeirão Preto,0.036799065420560745
350790,Fevereiro/2021,6868.0,171,158,13,0.19,Brotas,-22.2795,-48.1251,3507902,5,Campinas,0.02395165987186954
350800,Fevereiro/2021,3992.0,135,171,-36,-0.89,Buri,-23.7977,-48.5958,3508009,7,Itapeva,0.03832665330661322
350810,Fevereiro/2021,3014.0,75,55,20,0.67,Buritama,-21.0661,-50.1475,3508108,2,Araçatuba,0.021566025215660253
350820,Fevereiro/2021,1664.0,30,23,7,0.42,Buritizal,-20.1911,-47.7096,3508207,6,Franca,0.015925480769230768
350830,Fevereiro/2021,751.0,57,38,19,2.6,Cabrália Paulista,-22.4576,-49.3393,3508306,4,Bauru,0.06324900133155792
350840,Fevereiro/2021,15335.0,694,486,208,1.38,Cabreúva,-23.3053,-47.1362,3508405,5,Campinas,0.038474078904466906
350850,Fevereiro/2021,22264.0,788,487,301,1.37,Caçapava,-23.0992,-45.7076,3508504,14,São José dos Campos,0.028633668702838663
350860,Fevereiro/2021,4159.0,93,60,33,0.8,Cachoeira Paulista,-22.6665,-45.0154,3508603,14,São José dos Campos,0.018393844674200528
350870,Fevereiro/2021,2150.0,41,34,7,0.33,Caconde,-21.528000000000002,-46.6437,3508702,5,Campinas,0.01744186046511628
350880,Fevereiro/2021,3300.0,222,110,112,3.51,Cafelândia,-21.8031,-49.6092,3508801,4,Bauru,0.0503030303030303
350890,Fevereiro/2021,120.0,2,4,-2,-1.64,Caiabu,-22.0127,-51.2394,3508900,9,Presidente Prudente,0.025
350900,Fevereiro/2021,20538.0,1132,797,335,1.66,Caieiras,-23.3607,-46.7397,3509007,15,São Paulo,0.0469617294770669
350910,Fevereiro/2021,229.0,5,1,4,1.78,Caiuá,-21.8322,-51.9969,3509106,9,Presidente Prudente,0.013100436681222707
350920,Fevereiro/2021,47356.0,1741,2196,-455,-0.95,Cajamar,-23.355,-46.8781,3509205,15,São Paulo,0.04156812230762733
350925,Fevereiro/2021,5808.0,487,215,272,4.91,Cajati,-24.7324,-48.1223,3509254,10,Registro,0.06043388429752066
350930,Fevereiro/2021,990.0,16,14,2,0.2,Cajobi,-20.8773,-48.8063,3509304,3,Barretos,0.015151515151515152
350940,Fevereiro/2021,5182.0,222,123,99,1.95,Cajuru,-21.2749,-47.303000000000004,3509403,11,Ribeirão Preto,0.03328830567348514
350945,Fevereiro/2021,437.0,6,12,-6,-1.35,Campina do Monte Alegre,-23.5895,-48.4758,3509452,7,Itapeva,0.020594965675057208
350950,Fevereiro/2021,384955.0,18591,13781,4810,1.27,Campinas,-22.9053,-47.0659,3509502,5,Campinas,0.04204647296437246
350960,Fevereiro/2021,10179.0,402,279,123,1.22,Campo Limpo Paulista,-23.2078,-46.7889,3509601,5,Campinas,0.03345122310639552
350970,Fevereiro/2021,12253.0,328,356,-28,-0.23,Campos do Jordão,-22.7296,-45.5833,3509700,14,São José dos Campos,0.027911531869746185
350980,Fevereiro/2021,539.0,28,11,17,3.26,Campos Novos Paulista,-22.601999999999997,-49.9987,3509809,8,Marília,0.036178107606679034
350990,Fevereiro/2021,1109.0,35,37,-2,-0.18,Cananéia,-25.0144,-47.9341,3509908,10,Registro,0.032461677186654644
350995,Fevereiro/2021,625.0,21,26,-5,-0.79,Canas,-22.7003,-45.0521,3509957,14,São José dos Campos,0.0376
351000,Fevereiro/2021,5768.0,224,140,84,1.48,Cândido Mota,-22.7471,-50.3873,3510005,8,Marília,0.03155339805825243
351010,Fevereiro/2021,707.0,52,35,17,2.46,Cândido Rodrigues,-21.3275,-48.6327,3510104,1,São Carlos,0.06152758132956153
351015,Fevereiro/2021,287.0,20,4,16,5.9,Canitar,-23.004,-49.7839,3510153,8,Marília,0.041811846689895474
351020,Fevereiro/2021,6878.0,251,237,14,0.2,Capão Bonito,-24.0113,-48.3482,3510203,7,Itapeva,0.03547542890375109
351030,Fevereiro/2021,5393.0,305,226,79,1.49,Capela do Alto,-23.4685,-47.7388,3510302,16,Sorocaba,0.04923048396068978
351040,Fevereiro/2021,13320.0,715,392,323,2.49,Capivari,-22.9951,-47.5071,3510401,5,Campinas,0.04155405405405405
351050,Fevereiro/2021,21410.0,745,809,-64,-0.3,Caraguatatuba,-23.6125,-45.4125,3510500,14,São José dos Campos,0.036291452592246615
351060,Fevereiro/2021,30502.0,1450,1138,312,1.03,Carapicuíba,-23.5235,-46.8407,3510609,15,São Paulo,0.04242344764277752
351070,Fevereiro/2021,960.0,36,17,19,2.02,Cardoso,-20.08,-49.9183,3510708,13,São José do Rio Preto,0.027604166666666666
351080,Fevereiro/2021,6963.0,233,265,-32,-0.46,Casa Branca,-21.7708,-47.0852,3510807,5,Campinas,0.03576044808272297
351090,Fevereiro/2021,257.0,4,3,1,0.39,Cássia dos Coqueiros,-21.2801,-47.1643,3510906,11,Ribeirão Preto,0.013618677042801557
351100,Fevereiro/2021,3426.0,372,82,290,9.25,Castilho,-20.8689,-51.4884,3511003,2,Araçatuba,0.06625802685347344
351110,Fevereiro/2021,37582.0,1524,1819,-295,-0.78,Catanduva,-21.1314,-48.977,3511102,13,São José do Rio Preto,0.0444760789739769
351120,Fevereiro/2021,436.0,24,20,4,0.93,Catiguá,-21.0519,-49.0616,3511201,13,São José do Rio Preto,0.05045871559633028
351130,Fevereiro/2021,4463.0,361,275,86,1.96,Cedral,-20.9009,-49.2664,3511300,13,São José do Rio Preto,0.07125252072596908
351140,Fevereiro/2021,4008.0,127,105,22,0.55,Cerqueira César,-23.038,-49.1655,3511409,16,Sorocaba,0.028942115768463075
351150,Fevereiro/2021,12028.0,610,444,166,1.4,Cerquilho,-23.1665,-47.7459,3511508,16,Sorocaba,0.04381443298969072
351160,Fevereiro/2021,3366.0,231,97,134,4.15,Cesário Lange,-23.226,-47.9545,3511607,16,Sorocaba,0.0487225193107546
351170,Fevereiro/2021,1896.0,87,72,15,0.8,Charqueada,-22.5096,-47.7755,3511706,5,Campinas,0.041930379746835444
351190,Fevereiro/2021,2660.0,38,19,19,0.72,Clementina,-21.5604,-50.4525,3511904,2,Araçatuba,0.010714285714285714
351200,Fevereiro/2021,5880.0,265,183,82,1.41,Colina,-20.7114,-48.5387,3512001,3,Barretos,0.0380952380952381
351210,Fevereiro/2021,3506.0,34,193,-159,-4.34,Colômbia,-20.1768,-48.6865,3512100,3,Barretos,0.03237307472903594
351220,Fevereiro/2021,5196.0,190,338,-148,-2.77,Conchal,-22.3375,-47.1729,3512209,5,Campinas,0.050808314087759814
351230,Fevereiro/2021,3207.0,163,85,78,2.49,Conchas,-23.0154,-48.0134,3512308,16,Sorocaba,0.03866541939507328
351240,Fevereiro/2021,10130.0,432,329,103,1.03,Cordeirópolis,-22.4778,-47.4519,3512407,5,Campinas,0.037561697926949654
351250,Fevereiro/2021,977.0,64,42,22,2.3,Coroados,-21.3521,-50.2859,3512506,2,Araçatuba,0.05424769703172978
351260,Fevereiro/2021,543.0,38,17,21,4.02,Coronel Macedo,-23.6261,-49.31,3512605,7,Itapeva,0.05064456721915286
351270,Fevereiro/2021,1135.0,43,30,13,1.16,Corumbataí,-22.2213,-47.6215,3512704,5,Campinas,0.032158590308370046
351280,Fevereiro/2021,10268.0,451,449,2,0.02,Cosmópolis,-22.6419,-47.1926,3512803,5,Campinas,0.04382547721075185
351290,Fevereiro/2021,2570.0,73,84,-11,-0.43,Cosmorama,-20.4755,-49.7827,3512902,13,São José do Rio Preto,0.03054474708171206
351300,Fevereiro/2021,75080.0,3379,2678,701,0.94,Cotia,-23.6022,-46.919,3513009,15,São Paulo,0.04033697389451252
351310,Fevereiro/2021,8837.0,411,251,160,1.84,Cravinhos,-21.338,-47.7324,3513108,11,Ribeirão Preto,0.03745615027724341
351320,Fevereiro/2021,1712.0,19,22,-3,-0.17,Cristais Paulista,-20.4036,-47.4209,3513207,6,Franca,0.01197429906542056
351330,Fevereiro/2021,184.0,0,4,-4,-2.13,Cruzália,-22.7373,-50.7909,3513306,8,Marília,0.010869565217391304
351340,Fevereiro/2021,15341.0,492,315,177,1.17,Cruzeiro,-22.5728,-44.968999999999994,3513405,14,São José dos Campos,0.026302066358125285
351350,Fevereiro/2021,23982.0,845,615,230,0.97,Cubatão,-23.8911,-46.424,3513504,12,Santos,0.03043949628888333
351360,Fevereiro/2021,2217.0,46,25,21,0.96,Cunha,-23.0731,-44.9576,3513603,14,São José dos Campos,0.016012629679747408
351370,Fevereiro/2021,10230.0,317,220,97,0.96,Descalvado,-21.9002,-47.6181,3513702,1,São Carlos,0.02624633431085044
351380,Fevereiro/2021,82103.0,3053,2237,816,1.0,Diadema,-23.6813,-46.6205,3513801,15,São Paulo,0.032215631584716756
351385,Fevereiro/2021,159.0,1,4,-3,-1.85,Dirce Reis,-20.4642,-50.6073,3513850,13,São José do Rio Preto,0.015723270440251572
