Código MTE,Período,Estoque,Admissões,Desligamentos,Saldos,Variação Relativa (%),Nome,Latitude,Longitude,Código IBGE,ID Reg. Adm.,Apelido Reg. Adm.
352080,Fevereiro/2021,657.0,14,8,6,0.92,Inúbia Paulista,-21.7695,-50.9633,3520806,9,Presidente Prudente
352090,Fevereiro/2021,3089.0,105,64,41,1.35,Ipaussu,-23.0575,-49.6279,3520905,8,Marília
352100,Fevereiro/2021,4860.0,236,143,93,1.95,Iperó,-23.3513,-47.6927,3521002,16,Sorocaba
352110,Fevereiro/2021,1973.0,44,48,-4,-0.2,Ipeúna,-22.4355,-47.7151,3521101,5,Campinas
352115,Fevereiro/2021,987.0,60,14,46,4.89,Ipiguá,-20.6557,-49.3842,3521150,13,São José do Rio Preto
352120,Fevereiro/2021,194.0,23,3,20,11.49,Iporanga,-24.5847,-48.5971,3521200,7,Itapeva
352130,Fevereiro/2021,2014.0,80,63,17,0.85,Ipuã,-20.4438,-48.0129,3521309,6,Franca
352140,Fevereiro/2021,7390.0,271,431,-160,-2.12,Iracemápolis,-22.5832,-47.523,3521408,5,Campinas
352150,Fevereiro/2021,857.0,31,30,1,0.12,Irapuã,-21.2768,-49.4164,3521507,13,São José do Rio Preto
352160,Fevereiro/2021,418.0,5,3,2,0.48,Irapuru,-21.5684,-51.3472,3521606,9,Presidente Prudente
352170,Fevereiro/2021,2363.0,179,42,137,6.15,Itaberá,-23.8638,-49.14,3521705,7,Itapeva
352180,Fevereiro/2021,4120.0,122,188,-66,-1.58,Itaí,-23.4213,-49.092,3521804,7,Itapeva
352190,Fevereiro/2021,3311.0,131,88,43,1.32,Itajobi,-21.3123,-49.0629,3521903,13,São José do Rio Preto
352200,Fevereiro/2021,650.0,36,39,-3,-0.46,Itaju,-21.9857,-48.8116,3522000,4,Bauru
352210,Fevereiro/2021,10492.0,379,308,71,0.68,Itanhaém,-24.1736,-46.788,3522109,12,Santos
352215,Fevereiro/2021,304.0,2,3,-1,-0.33,Itaóca,-24.6393,-48.8413,3522158,7,Itapeva
352220,Fevereiro/2021,21030.0,1132,761,371,1.8,Itapecerica da Serra,-23.7161,-46.8572,3522208,15,São Paulo
352230,Fevereiro/2021,34434.0,1454,1228,226,0.66,Itapetininga,-23.5886,-48.0483,3522307,16,Sorocaba
352240,Fevereiro/2021,17035.0,723,609,114,0.67,Itapeva,-23.9788,-48.8764,3522406,7,Itapeva
352250,Fevereiro/2021,32253.0,1184,1044,140,0.44,Itapevi,-23.5488,-46.9327,3522505,15,São Paulo
352260,Fevereiro/2021,22083.0,923,639,284,1.3,Itapira,-22.4357,-46.8224,3522604,5,Campinas
352265,Fevereiro/2021,521.0,8,7,1,0.19,Itapirapuã Paulista,-24.572,-49.1661,3522653,7,Itapeva
352270,Fevereiro/2021,9928.0,353,260,93,0.95,Itápolis,-21.5942,-48.8149,3522703,1,São Carlos
352280,Fevereiro/2021,1624.0,81,30,51,3.24,Itaporanga,-23.7043,-49.4819,3522802,7,Itapeva
352290,Fevereiro/2021,4433.0,186,214,-28,-0.63,Itapuí,-22.2324,-48.7197,3522901,4,Bauru
352300,Fevereiro/2021,478.0,23,23,0,0.0,Itapura,-20.6419,-51.5063,3523008,2,Araçatuba
352310,Fevereiro/2021,42270.0,2139,1767,372,0.89,Itaquaquecetuba,-23.4835,-46.3457,3523107,15,São Paulo
352320,Fevereiro/2021,6863.0,263,208,55,0.81,Itararé,-24.1085,-49.3352,3523206,7,Itapeva
352330,Fevereiro/2021,1241.0,45,28,17,1.39,Itariri,-24.2834,-47.1736,3523305,10,Registro
352340,Fevereiro/2021,36126.0,1642,1264,378,1.06,Itatiba,-23.0035,-46.8464,3523404,5,Campinas
352350,Fevereiro/2021,2461.0,107,152,-45,-1.8,Itatinga,-23.1047,-48.6157,3523503,16,Sorocaba
352360,Fevereiro/2021,4322.0,208,209,-1,-0.02,Itirapina,-22.2562,-47.8166,3523602,5,Campinas
352370,Fevereiro/2021,723.0,5,8,-3,-0.41,Itirapuã,-20.6416,-47.2194,3523701,6,Franca
352380,Fevereiro/2021,801.0,29,23,6,0.75,Itobi,-21.7309,-46.9743,3523800,5,Campinas
352390,Fevereiro/2021,51757.0,2164,1827,337,0.66,Itu,-23.2544,-47.2927,3523909,16,Sorocaba
352400,Fevereiro/2021,29548.0,1524,1316,208,0.71,Itupeva,-23.1526,-47.0593,3524006,5,Campinas
352410,Fevereiro/2021,6240.0,211,147,64,1.04,Ituverava,-20.3355,-47.7902,3524105,6,Franca
352420,Fevereiro/2021,578.0,12,10,2,0.35,Jaborandi,-20.6884,-48.4112,3524204,3,Barretos
352430,Fevereiro/2021,20961.0,951,582,369,1.79,Jaboticabal,-21.252,-48.3252,3524303,11,Ribeirão Preto
352440,Fevereiro/2021,45557.0,2177,1683,494,1.1,Jacareí,-23.2983,-45.9658,3524402,14,São José dos Campos
352450,Fevereiro/2021,3211.0,119,118,1,0.03,Jaci,-20.8805,-49.5797,3524501,13,São José do Rio Preto
352460,Fevereiro/2021,2696.0,91,79,12,0.45,Jacupiranga,-24.6963,-48.0064,3524600,10,Registro
352470,Fevereiro/2021,32306.0,1704,1082,622,1.96,Jaguariúna,-22.7037,-46.9851,3524709,5,Campinas
352480,Fevereiro/2021,10781.0,371,279,92,0.86,Jales,-20.2672,-50.5494,3524808,13,São José do Rio Preto
352490,Fevereiro/2021,3553.0,265,63,202,6.03,Jambeiro,-23.2522,-45.6942,3524907,14,São José dos Campos
352500,Fevereiro/2021,17492.0,820,627,193,1.12,Jandira,-23.5275,-46.9023,3525003,15,São Paulo
352510,Fevereiro/2021,9536.0,514,288,226,2.43,Jardinópolis,-21.0176,-47.7606,3525102,11,Ribeirão Preto
352520,Fevereiro/2021,9237.0,331,262,69,0.75,Jarinu,-23.1039,-46.728,3525201,5,Campinas
352530,Fevereiro/2021,33665.0,1589,1032,557,1.68,Jaú,-22.2936,-48.5592,3525300,4,Bauru
352540,Fevereiro/2021,725.0,81,15,66,10.02,Jeriquara,-20.3116,-47.5918,3525409,6,Franca
352550,Fevereiro/2021,1990.0,102,59,43,2.21,Joanópolis,-22.927,-46.2741,3525508,5,Campinas
352560,Fevereiro/2021,352.0,5,2,3,0.86,João Ramalho,-22.2473,-50.7694,3525607,8,Marília
352570,Fevereiro/2021,9546.0,327,272,55,0.58,José Bonifácio,-21.0551,-49.6892,3525706,13,São José do Rio Preto
352580,Fevereiro/2021,187.0,2,8,-6,-3.11,Júlio Mesquita,-22.0112,-49.7873,3525805,8,Marília
352585,Fevereiro/2021,1354.0,46,46,0,0.0,Jumirim,-23.0884,-47.7868,3525854,16,Sorocaba
352590,Fevereiro/2021,163461.0,7678,6804,874,0.54,Jundiaí,-23.1852,-46.8974,3525904,5,Campinas
352600,Fevereiro/2021,5045.0,138,72,66,1.33,Junqueirópolis,-21.5103,-51.4342,3526001,9,Presidente Prudente
352610,Fevereiro/2021,1504.0,41,27,14,0.94,Juquiá,-24.3101,-47.6426,3526100,10,Registro
352620,Fevereiro/2021,3504.0,102,69,33,0.95,Juquitiba,-23.9244,-47.0653,3526209,15,São Paulo
352630,Fevereiro/2021,693.0,7,17,-10,-1.42,Lagoinha,-23.0846,-45.1944,3526308,14,São José dos Campos
352640,Fevereiro/2021,9462.0,663,302,361,3.97,Laranjal Paulista,-23.0506,-47.8375,3526407,16,Sorocaba
352650,Fevereiro/2021,353.0,8,2,6,1.73,Lavínia,-21.1639,-51.0412,3526506,2,Araçatuba
352660,Fevereiro/2021,482.0,16,10,6,1.26,Lavrinhas,-22.57,-44.9024,3526605,14,São José dos Campos
352670,Fevereiro/2021,20545.0,875,670,205,1.01,Leme,-22.1809,-47.3841,3526704,5,Campinas
352680,Fevereiro/2021,25080.0,1780,1183,597,2.44,Lençóis Paulista,-22.6027,-48.8037,3526803,4,Bauru
352690,Fevereiro/2021,79725.0,3988,2509,1479,1.89,Limeira,-22.566,-47.397,3526902,5,Campinas
352700,Fevereiro/2021,1683.0,96,44,52,3.19,Lindóia,-22.5226,-46.65,3527009,5,Campinas
352710,Fevereiro/2021,25483.0,815,643,172,0.68,Lins,-21.6718,-49.7526,3527108,4,Bauru
352720,Fevereiro/2021,15169.0,481,389,92,0.61,Lorena,-22.7334,-45.1197,3527207,14,São José dos Campos
352725,Fevereiro/2021,82.0,5,2,3,3.8,Lourdes,-20.966,-50.2263,3527256,2,Araçatuba
352730,Fevereiro/2021,18911.0,1040,705,335,1.8,Louveira,-23.0856,-46.9484,3527306,5,Campinas
352740,Fevereiro/2021,9289.0,558,418,140,1.53,Lucélia,-21.7182,-51.0215,3527405,9,Presidente Prudente
352750,Fevereiro/2021,1054.0,6,6,0,0.0,Lucianópolis,-22.4294,-49.522,3527504,4,Bauru
352760,Fevereiro/2021,6103.0,212,294,-82,-1.33,Luís Antônio,-21.55,-47.7801,3527603,11,Ribeirão Preto
352770,Fevereiro/2021,511.0,3,6,-3,-0.58,Luiziânia,-21.6737,-50.3294,3527702,2,Araçatuba
352780,Fevereiro/2021,581.0,13,10,3,0.52,Lupércio,-22.4146,-49.81800000000001,3527801,8,Marília
352790,Fevereiro/2021,437.0,1,5,-4,-0.91,Lutécia,-22.3384,-50.394,3527900,8,Marília
352800,Fevereiro/2021,3408.0,142,107,35,1.04,Macatuba,-22.5002,-48.7102,3528007,4,Bauru
352810,Fevereiro/2021,1443.0,44,21,23,1.62,Macaubal,-20.8022,-49.9687,3528106,13,São José do Rio Preto
352820,Fevereiro/2021,265.0,10,2,8,3.11,Macedônia,-20.1444,-50.1973,3528205,13,São José do Rio Preto
352830,Fevereiro/2021,399.0,27,25,2,0.5,Magda,-20.6445,-50.2305,3528304,13,São José do Rio Preto
352840,Fevereiro/2021,9677.0,440,281,159,1.67,Mairinque,-23.5398,-47.185,3528403,16,Sorocaba
352850,Fevereiro/2021,13647.0,676,441,235,1.75,Mairiporã,-23.3171,-46.5897,3528502,15,São Paulo
352860,Fevereiro/2021,1568.0,74,50,24,1.55,Manduri,-23.0056,-49.3202,3528601,16,Sorocaba
352870,Fevereiro/2021,298.0,0,2,-2,-0.67,Marabá Paulista,-22.1068,-51.9617,3528700,9,Presidente Prudente
352880,Fevereiro/2021,2827.0,96,56,40,1.44,Maracaí,-22.6149,-50.6713,3528809,8,Marília
352885,Fevereiro/2021,1577.0,92,32,60,3.96,Marapoama,-21.2587,-49.13,3528858,13,São José do Rio Preto
352890,Fevereiro/2021,141.0,3,0,3,2.17,Mariápolis,-21.7959,-51.1824,3528908,9,Presidente Prudente
352900,Fevereiro/2021,67379.0,2712,2226,486,0.73,Marília,-22.2171,-49.9501,3529005,8,Marília
352910,Fevereiro/2021,146.0,1,1,0,0.0,Marinópolis,-20.4389,-50.8254,3529104,13,São José do Rio Preto
352920,Fevereiro/2021,2244.0,90,55,35,1.58,Martinópolis,-22.1462,-51.1709,3529203,9,Presidente Prudente
352930,Fevereiro/2021,32637.0,1004,1529,-525,-1.58,Matão,-21.6025,-48.364,3529302,1,São Carlos
352940,Fevereiro/2021,61483.0,2577,2016,561,0.92,Mauá,-23.6677,-46.4613,3529401,15,São Paulo
352950,Fevereiro/2021,2290.0,216,42,174,8.22,Mendonça,-21.1757,-49.5791,3529500,13,São José do Rio Preto
352960,Fevereiro/2021,1842.0,41,34,7,0.38,Meridiano,-20.3579,-50.1811,3529609,13,São José do Rio Preto
352965,Fevereiro/2021,72.0,5,0,5,7.46,Mesópolis,-19.9684,-50.6326,3529658,13,São José do Rio Preto
352970,Fevereiro/2021,2120.0,103,77,26,1.24,Miguelópolis,-20.1796,-48.03100000000001,3529708,6,Franca
352980,Fevereiro/2021,1333.0,82,45,37,2.85,Mineiros do Tietê,-22.412,-48.451,3529807,4,Bauru
352990,Fevereiro/2021,2380.0,119,46,73,3.16,Miracatu,-24.2766,-47.4625,3529906,10,Registro
353000,Fevereiro/2021,252.0,12,1,11,4.56,Mira Estrela,-19.9789,-50.139,3530003,13,São José do Rio Preto
353010,Fevereiro/2021,3186.0,108,68,40,1.27,Mirandópolis,-21.1313,-51.1035,3530102,2,Araçatuba
353020,Fevereiro/2021,2837.0,39,24,15,0.53,Mirante do Paranapanema,-22.2904,-51.9084,3530201,9,Presidente Prudente
353030,Fevereiro/2021,15763.0,792,607,185,1.19,Mirassol,-20.8169,-49.5206,3530300,13,São José do Rio Preto
353040,Fevereiro/2021,755.0,17,12,5,0.67,Mirassolândia,-20.6179,-49.4617,3530409,13,São José do Rio Preto
353050,Fevereiro/2021,17378.0,480,319,161,0.94,Mococa,-21.4647,-47.0024,3530508,5,Campinas
353060,Fevereiro/2021,98955.0,4190,3452,738,0.75,Mogi das Cruzes,-23.5208,-46.1854,3530607,15,São Paulo
353070,Fevereiro/2021,37440.0,1912,1268,644,1.75,Mogi Guaçu,-22.3675,-46.9428,3530706,5,Campinas
353080,Fevereiro/2021,30052.0,1210,889,321,1.08,Mogi Mirim,-22.4332,-46.9532,3530805,5,Campinas
353090,Fevereiro/2021,547.0,48,21,27,5.19,Mombuca,-22.9285,-47.559,3530904,5,Campinas
353100,Fevereiro/2021,514.0,0,5,-5,-0.96,Monções,-20.8509,-50.0975,3531001,13,São José do Rio Preto
353110,Fevereiro/2021,6409.0,243,231,12,0.19,Mongaguá,-24.0809,-46.6265,3531100,12,Santos
353120,Fevereiro/2021,997.0,35,31,4,0.4,Monte Alegre do Sul,-22.6817,-46.681,3531209,5,Campinas
353130,Fevereiro/2021,13485.0,659,462,197,1.48,Monte Alto,-21.2655,-48.4971,3531308,11,Ribeirão Preto
353140,Fevereiro/2021,3713.0,197,94,103,2.85,Monte Aprazível,-20.768,-49.7184,3531407,13,São José do Rio Preto
353150,Fevereiro/2021,4626.0,141,860,-719,-13.45,Monte Azul Paulista,-20.9065,-48.6387,3531506,3,Barretos
353160,Fevereiro/2021,355.0,31,7,24,7.25,Monte Castelo,-21.2981,-51.5679,3531605,9,Presidente Prudente
353170,Fevereiro/2021,434.0,34,14,20,4.83,Monteiro Lobato,-22.9544,-45.8407,3531704,14,São José dos Campos
353180,Fevereiro/2021,11454.0,613,406,207,1.84,Monte Mor,-22.945,-47.3122,3531803,5,Campinas
353190,Fevereiro/2021,6651.0,296,101,195,3.02,Morro Agudo,-20.7288,-48.0581,3531902,6,Franca
353200,Fevereiro/2021,4644.0,316,167,149,3.31,Morungaba,-22.8811,-46.7896,3532009,5,Campinas
353205,Fevereiro/2021,761.0,17,18,-1,-0.13,Motuca,-21.5103,-48.1538,3532058,1,São Carlos
353210,Fevereiro/2021,201.0,7,2,5,2.55,Murutinga do Sul,-20.9908,-51.2774,3532108,2,Araçatuba
353215,Fevereiro/2021,224.0,12,6,6,2.75,Nantes,-22.6156,-51.24,3532157,9,Presidente Prudente
353220,Fevereiro/2021,738.0,23,10,13,1.79,Narandiba,-22.4057,-51.5274,3532207,9,Presidente Prudente
353230,Fevereiro/2021,742.0,12,4,8,1.09,Natividade da Serra,-23.3707,-45.4468,3532306,14,São José dos Campos
353240,Fevereiro/2021,2300.0,103,59,44,1.95,Nazaré Paulista,-23.1747,-46.3983,3532405,5,Campinas
353250,Fevereiro/2021,1399.0,34,33,1,0.07,Neves Paulista,-20.843000000000004,-49.6358,3532504,13,São José do Rio Preto
353260,Fevereiro/2021,1731.0,36,32,4,0.23,Nhandeara,-20.6945,-50.0436,3532603,13,São José do Rio Preto
353270,Fevereiro/2021,411.0,27,22,5,1.23,Nipoã,-20.9114,-49.7833,3532702,13,São José do Rio Preto
353280,Fevereiro/2021,1436.0,69,41,28,1.99,Nova Aliança,-21.0156,-49.4986,3532801,13,São José do Rio Preto
353282,Fevereiro/2021,1740.0,54,36,18,1.05,Nova Campina,-24.1224,-48.9022,3532827,7,Itapeva
353284,Fevereiro/2021,73.0,2,0,2,2.82,Nova Canaã Paulista,-20.3836,-50.9483,3532843,13,São José do Rio Preto
353286,Fevereiro/2021,64.0,3,1,2,3.23,Nova Castilho,-20.7615,-50.3477,3532868,2,Araçatuba
353290,Fevereiro/2021,3070.0,55,56,-1,-0.03,Nova Europa,-21.7765,-48.5705,3532900,1,São Carlos
353300,Fevereiro/2021,3244.0,424,87,337,11.59,Nova Granada,-20.5321,-49.3123,3533007,13,São José do Rio Preto
353310,Fevereiro/2021,46.0,0,1,-1,-2.13,Nova Guataporanga,-21.332,-51.6447,3533106,9,Presidente Prudente
353320,Fevereiro/2021,1545.0,154,14,140,9.96,Nova Independência,-21.1026,-51.4905,3533205,2,Araçatuba
353325,Fevereiro/2021,351.0,111,9,102,40.96,Novais,-20.9893,-48.9141,3533254,13,São José do Rio Preto
353330,Fevereiro/2021,138.0,8,1,7,5.34,Nova Luzitânia,-20.856,-50.2617,3533304,2,Araçatuba
353340,Fevereiro/2021,20627.0,1237,871,366,1.81,Nova Odessa,-22.7832,-47.2941,3533403,5,Campinas
353350,Fevereiro/2021,10127.0,463,217,246,2.49,Novo Horizonte,-21.4651,-49.2234,3533502,13,São José do Rio Preto
353360,Fevereiro/2021,3491.0,138,71,67,1.96,Nuporanga,-20.7296,-47.7429,3533601,6,Franca
353370,Fevereiro/2021,647.0,9,4,5,0.78,Ocauçu,-22.438,-49.922,3533700,8,Marília
353380,Fevereiro/2021,162.0,1,2,-1,-0.61,Óleo,-22.9435,-49.3419,3533809,8,Marília
353390,Fevereiro/2021,15181.0,520,404,116,0.77,Olímpia,-20.7366,-48.9106,3533908,3,Barretos
353400,Fevereiro/2021,2141.0,20,28,-8,-0.37,Onda Verde,-20.6042,-49.2929,3534005,13,São José do Rio Preto
353410,Fevereiro/2021,613.0,10,18,-8,-1.29,Oriente,-22.1549,-50.0971,3534104,8,Marília
353420,Fevereiro/2021,2876.0,96,43,53,1.88,Orindiúva,-20.1861,-49.3464,3534203,13,São José do Rio Preto
353430,Fevereiro/2021,11673.0,533,480,53,0.46,Orlândia,-20.7169,-47.8852,3534302,6,Franca
353440,Fevereiro/2021,154945.0,7029,5713,1316,0.86,Osasco,-23.5324,-46.7916,3534401,15,São Paulo
353450,Fevereiro/2021,213.0,4,2,2,0.95,Oscar Bressane,-22.3149,-50.2811,3534500,8,Marília
353460,Fevereiro/2021,6878.0,224,174,50,0.73,Osvaldo Cruz,-21.7968,-50.8793,3534609,9,Presidente Prudente
353470,Fevereiro/2021,24878.0,1203,969,234,0.95,Ourinhos,-22.9797,-49.8697,3534708,8,Marília
353475,Fevereiro/2021,2259.0,56,114,-58,-2.5,Ouroeste,-20.0061,-50.3768,3534757,13,São José do Rio Preto
353480,Fevereiro/2021,383.0,4,10,-6,-1.54,Ouro Verde,-21.4872,-51.7024,3534807,9,Presidente Prudente
353490,Fevereiro/2021,1740.0,36,9,27,1.58,Pacaembu,-21.5627,-51.2654,3534906,9,Presidente Prudente
353500,Fevereiro/2021,3685.0,44,40,4,0.11,Palestina,-20.39,-49.4309,3535002,13,São José do Rio Preto
353510,Fevereiro/2021,892.0,30,15,15,1.71,Palmares Paulista,-21.0854,-48.8037,3535101,13,São José do Rio Preto
353520,Fevereiro/2021,814.0,16,17,-1,-0.12,Palmeira d'Oeste,-20.4148,-50.7632,3535200,13,São José do Rio Preto
353530,Fevereiro/2021,3738.0,123,48,75,2.05,Palmital,-22.7858,-50.218,3535309,8,Marília
353540,Fevereiro/2021,2802.0,140,92,48,1.74,Panorama,-21.354,-51.8562,3535408,9,Presidente Prudente
353550,Fevereiro/2021,11724.0,280,198,82,0.7,Paraguaçu Paulista,-22.4114,-50.5732,3535507,8,Marília
353560,Fevereiro/2021,1839.0,53,47,6,0.33,Paraibuna,-23.3872,-45.6639,3535606,14,São José dos Campos
353570,Fevereiro/2021,1727.0,99,24,75,4.54,Paraíso,-21.0159,-48.7761,3535705,13,São José do Rio Preto
353580,Fevereiro/2021,4144.0,138,129,9,0.22,Paranapanema,-23.3862,-48.7214,3535804,7,Itapeva
353590,Fevereiro/2021,575.0,7,2,5,0.88,Paranapuã,-20.1048,-50.5886,3535903,13,São José do Rio Preto
353600,Fevereiro/2021,2960.0,271,45,226,8.27,Parapuã,-21.7792,-50.7949,3536000,8,Marília
353610,Fevereiro/2021,2015.0,60,82,-22,-1.08,Pardinho,-23.0841,-48.3679,3536109,16,Sorocaba
353620,Fevereiro/2021,3122.0,63,58,5,0.16,Pariquera-Açu,-24.7147,-47.8742,3536208,10,Registro
353625,Fevereiro/2021,131.0,8,8,0,0.0,Parisi,-20.3034,-50.0163,3536257,13,São José do Rio Preto
353630,Fevereiro/2021,4065.0,157,90,67,1.68,Patrocínio Paulista,-20.6384,-47.2801,3536307,6,Franca
353640,Fevereiro/2021,1613.0,62,45,17,1.07,Paulicéia,-21.3153,-51.8321,3536406,9,Presidente Prudente
353650,Fevereiro/2021,43985.0,2261,1456,805,1.86,Paulínia,-22.7542,-47.1488,3536505,5,Campinas
353657,Fevereiro/2021,335.0,4,6,-2,-0.59,Paulistânia,-22.5768,-49.4008,3536570,4,Bauru
353660,Fevereiro/2021,610.0,14,8,6,0.99,Paulo de Faria,-20.0296,-49.4,3536604,13,São José do Rio Preto
353670,Fevereiro/2021,12084.0,598,363,235,1.98,Pederneiras,-22.3511,-48.7781,3536703,4,Bauru
353680,Fevereiro/2021,897.0,27,18,9,1.01,Pedra Bela,-22.7902,-46.4455,3536802,5,Campinas
353690,Fevereiro/2021,246.0,9,3,6,2.5,Pedranópolis,-20.2474,-50.1129,3536901,13,São José do Rio Preto
353700,Fevereiro/2021,3097.0,92,61,31,1.01,Pedregulho,-20.2535,-47.4775,3537008,6,Franca
353710,Fevereiro/2021,12816.0,623,482,141,1.11,Pedreira,-22.7413,-46.8948,3537107,5,Campinas
353715,Fevereiro/2021,391.0,29,6,23,6.25,Pedrinhas Paulista,-22.8174,-50.7933,3537156,8,Marília
353720,Fevereiro/2021,583.0,26,24,2,0.34,Pedro de Toledo,-24.2764,-47.2354,3537206,10,Registro
353730,Fevereiro/2021,14934.0,578,367,211,1.43,Penápolis,-21.4148,-50.0769,3537305,2,Araçatuba
353740,Fevereiro/2021,4488.0,97,105,-8,-0.18,Pereira Barreto,-20.6368,-51.1123,3537404,2,Araçatuba
353750,Fevereiro/2021,2532.0,112,86,26,1.04,Pereiras,-23.0804,-47.972,3537503,16,Sorocaba
353760,Fevereiro/2021,7867.0,286,234,52,0.67,Peruíbe,-24.312,-47.0012,3537602,12,Santos
353770,Fevereiro/2021,1271.0,73,19,54,4.44,Piacatu,-21.5921,-50.6003,3537701,2,Araçatuba
353780,Fevereiro/2021,6853.0,253,158,95,1.41,Piedade,-23.7139,-47.4256,3537800,16,Sorocaba
353790,Fevereiro/2021,5999.0,216,145,71,1.2,Pilar do Sul,-23.8077,-47.7222,3537909,16,Sorocaba
353800,Fevereiro/2021,32768.0,1238,804,434,1.34,Pindamonhangaba,-22.9246,-45.4613,3538006,14,São José dos Campos
353810,Fevereiro/2021,2667.0,83,53,30,1.14,Pindorama,-21.1853,-48.9086,3538105,13,São José do Rio Preto
353820,Fevereiro/2021,2277.0,118,61,57,2.57,Pinhalzinho,-22.7811,-46.5897,3538204,5,Campinas
353830,Fevereiro/2021,304.0,26,3,23,8.19,Piquerobi,-21.8747,-51.7282,3538303,9,Presidente Prudente
353850,Fevereiro/2021,1241.0,54,33,21,1.72,Piquete,-22.6069,-45.1869,3538501,14,São José dos Campos
353860,Fevereiro/2021,4049.0,161,109,52,1.3,Piracaia,-23.0525,-46.3594,3538600,5,Campinas
353870,Fevereiro/2021,116974.0,4751,3682,1069,0.92,Piracicaba,-22.7338,-47.6476,3538709,5,Campinas
353880,Fevereiro/2021,5338.0,317,170,147,2.83,Piraju,-23.1981,-49.3803,3538808,7,Itapeva
353890,Fevereiro/2021,3779.0,151,100,51,1.37,Pirajuí,-21.999,-49.4608,3538907,4,Bauru
353900,Fevereiro/2021,2449.0,103,50,53,2.21,Pirangi,-21.0886,-48.6607,3539004,3,Barretos
353910,Fevereiro/2021,1779.0,78,45,33,1.89,Pirapora do Bom Jesus,-23.3965,-46.9991,3539103,15,São Paulo
353920,Fevereiro/2021,4158.0,172,129,43,1.04,Pirapozinho,-22.2711,-51.4976,3539202,9,Presidente Prudente
353930,Fevereiro/2021,17230.0,761,872,-111,-0.64,Pirassununga,-21.996,-47.4257,3539301,5,Campinas
353940,Fevereiro/2021,1947.0,74,46,28,1.46,Piratininga,-22.4142,-49.1339,3539400,4,Bauru
353950,Fevereiro/2021,7472.0,567,180,387,5.46,Pitangueiras,-21.0132,-48.221,3539509,11,Ribeirão Preto
353960,Fevereiro/2021,2638.0,263,69,194,7.94,Planalto,-21.0342,-49.933,3539608,13,São José do Rio Preto
353970,Fevereiro/2021,310.0,11,0,11,3.68,Platina,-22.6371,-50.2104,3539707,8,Marília
353980,Fevereiro/2021,23497.0,1244,976,268,1.15,Poá,-23.5333,-46.3473,3539806,15,São Paulo
353990,Fevereiro/2021,1292.0,141,25,116,9.86,Poloni,-20.7829,-49.8258,3539905,13,São José do Rio Preto
354000,Fevereiro/2021,8334.0,383,122,261,3.23,Pompéia,-22.107,-50.176,3540002,8,Marília
354010,Fevereiro/2021,307.0,5,4,1,0.33,Pongaí,-21.7396,-49.3604,3540101,4,Bauru
354020,Fevereiro/2021,10402.0,642,221,421,4.22,Pontal,-21.0216,-48.0423,3540200,11,Ribeirão Preto
354025,Fevereiro/2021,124.0,1,5,-4,-3.13,Pontalinda,-20.4396,-50.5258,3540259,13,São José do Rio Preto
354030,Fevereiro/2021,410.0,10,3,7,1.74,Pontes Gestal,-20.1727,-49.7064,3540309,13,São José do Rio Preto
354040,Fevereiro/2021,318.0,4,4,0,0.0,Populina,-19.9453,-50.538,3540408,13,São José do Rio Preto
354050,Fevereiro/2021,1427.0,57,18,39,2.81,Porangaba,-23.1761,-48.1195,3540507,16,Sorocaba
354060,Fevereiro/2021,15151.0,727,515,212,1.42,Porto Feliz,-23.2093,-47.5251,3540606,16,Sorocaba
354070,Fevereiro/2021,14852.0,735,509,226,1.55,Porto Ferreira,-21.8498,-47.487,3540705,1,São Carlos
354075,Fevereiro/2021,932.0,73,21,52,5.91,Potim,-22.8343,-45.2552,3540754,14,São José dos Campos
354080,Fevereiro/2021,4245.0,133,81,52,1.24,Potirendaba,-21.0428,-49.3815,3540804,13,São José do Rio Preto
354085,Fevereiro/2021,77.0,2,5,-3,-3.75,Pracinha,-21.8496,-51.0868,3540853,9,Presidente Prudente
354090,Fevereiro/2021,7578.0,201,108,93,1.24,Pradópolis,-21.3626,-48.0679,3540903,11,Ribeirão Preto
354100,Fevereiro/2021,41631.0,1650,1372,278,0.67,Praia Grande,-24.0084,-46.4121,3541000,12,Santos
354105,Fevereiro/2021,1111.0,51,20,31,2.87,Pratânia,-22.8112,-48.6636,3541059,16,Sorocaba
354110,Fevereiro/2021,524.0,1,4,-3,-0.57,Presidente Alves,-22.0999,-49.4381,3541109,4,Bauru
354120,Fevereiro/2021,3190.0,84,53,31,0.98,Presidente Bernardes,-22.0082,-51.5565,3541208,9,Presidente Prudente
354130,Fevereiro/2021,4398.0,125,117,8,0.18,Presidente Epitácio,-21.7651,-52.1111,3541307,9,Presidente Prudente
354140,Fevereiro/2021,62015.0,2620,1774,846,1.38,Presidente Prudente,-22.1207,-51.3925,3541406,9,Presidente Prudente
354150,Fevereiro/2021,4919.0,208,140,68,1.4,Presidente Venceslau,-21.8732,-51.8447,3541505,9,Presidente Prudente
354160,Fevereiro/2021,8110.0,279,204,75,0.93,Promissão,-21.5356,-49.8599,3541604,4,Bauru
354165,Fevereiro/2021,540.0,5,3,2,0.37,Quadra,-23.2993,-48.0547,3541653,16,Sorocaba
354170,Fevereiro/2021,3598.0,79,49,30,0.84,Quatá,-22.2456,-50.6966,3541703,8,Marília
354180,Fevereiro/2021,2681.0,5,27,-22,-0.81,Queiroz,-21.7969,-50.2415,3541802,8,Marília
