Código MTE,Período,Estoque,Admissões,Desligamentos,Saldos,Variação Relativa (%),Nome,Latitude,Longitude,Código IBGE,ID Reg. Adm.,Apelido Reg. Adm.
351360,Setembro/2020,2190.0,25,27,-2,-0.09,Cunha,-23.0731,-44.9576,3513603,14,São José dos Campos
351370,Setembro/2020,10165.0,187,192,-5,-0.05,Descalvado,-21.9002,-47.6181,3513702,1,São Carlos
351380,Setembro/2020,78943.0,2458,1972,486,0.62,Diadema,-23.6813,-46.6205,3513801,15,São Paulo
351385,Setembro/2020,161.0,0,5,-5,-3.01,Dirce Reis,-20.4642,-50.6073,3513850,13,São José do Rio Preto
351390,Setembro/2020,1878.0,60,38,22,1.19,Divinolândia,-21.6637,-46.7361,3513900,5,Campinas
351400,Setembro/2020,752.0,8,13,-5,-0.66,Dobrada,-21.5155,-48.3935,3514007,1,São Carlos
351410,Setembro/2020,5509.0,155,106,49,0.9,Dois Córregos,-22.3673,-48.3819,3514106,4,Bauru
351420,Setembro/2020,83.0,1,3,-2,-2.35,Dolcinópolis,-20.124,-50.5149,3514205,13,São José do Rio Preto
351430,Setembro/2020,2909.0,143,64,79,2.79,Dourado,-22.1044,-48.3178,3514304,1,São Carlos
351440,Setembro/2020,10948.0,409,303,106,0.98,Dracena,-21.4843,-51.535,3514403,9,Presidente Prudente
351450,Setembro/2020,2295.0,49,43,6,0.26,Duartina,-22.4146,-49.4084,3514502,4,Bauru
351460,Setembro/2020,2040.0,59,32,27,1.34,Dumont,-21.2324,-47.9756,3514601,11,Ribeirão Preto
351470,Setembro/2020,639.0,10,4,6,0.95,Echaporã,-22.4326,-50.2038,3514700,8,Marília
351480,Setembro/2020,1502.0,12,10,2,0.13,Eldorado,-24.5281,-48.1141,3514809,10,Registro
351490,Setembro/2020,5317.0,219,142,77,1.47,Elias Fausto,-23.0428,-47.3682,3514908,5,Campinas
351492,Setembro/2020,600.0,8,5,3,0.5,Elisiário,-21.1678,-49.1146,3514924,13,São José do Rio Preto
351495,Setembro/2020,144.0,0,2,-2,-1.37,Embaúba,-20.9796,-48.8325,3514957,3,Barretos
351500,Setembro/2020,39895.0,1578,1053,525,1.33,Embu das Artes,-23.6437,-46.8579,3515004,15,São Paulo
351510,Setembro/2020,7094.0,303,172,131,1.88,Embu-Guaçu,-23.8297,-46.8136,3515103,15,São Paulo
351512,Setembro/2020,140.0,6,2,4,2.94,Emilianópolis,-21.8314,-51.4832,3515129,9,Presidente Prudente
351515,Setembro/2020,3644.0,140,81,59,1.65,Engenheiro Coelho,-22.4836,-47.21100000000001,3515152,5,Campinas
351518,Setembro/2020,12170.0,305,220,85,0.7,Espírito Santo do Pinhal,-22.1909,-46.7477,3515186,5,Campinas
351519,Setembro/2020,551.0,6,4,2,0.36,Espírito Santo do Turvo,-22.6925,-49.4341,3515194,8,Marília
351520,Setembro/2020,3106.0,73,74,-1,-0.03,Estrela d'Oeste,-20.2875,-50.4049,3515202,13,São José do Rio Preto
351530,Setembro/2020,95.0,1,5,-4,-4.04,Estrela do Norte,-22.4859,-51.6632,3515301,9,Presidente Prudente
351535,Setembro/2020,276.0,10,103,-93,-25.2,Euclides da Cunha Paulista,-22.5545,-52.5928,3515350,9,Presidente Prudente
351540,Setembro/2020,3264.0,97,68,29,0.9,Fartura,-23.3916,-49.5124,3515400,7,Itapeva
351550,Setembro/2020,15582.0,477,421,56,0.36,Fernandópolis,-20.2806,-50.2471,3515509,13,São José do Rio Preto
351560,Setembro/2020,1446.0,54,29,25,1.76,Fernando Prestes,-21.2661,-48.6874,3515608,1,São Carlos
351565,Setembro/2020,180.0,6,4,2,1.12,Fernão,-22.3607,-49.5187,3515657,8,Marília
351570,Setembro/2020,17349.0,660,416,244,1.43,Ferraz de Vasconcelos,-23.5411,-46.371,3515707,15,São Paulo
351580,Setembro/2020,74.0,0,0,0,0.0,Flora Rica,-21.6727,-51.3821,3515806,9,Presidente Prudente
351590,Setembro/2020,277.0,7,4,3,1.09,Floreal,-20.6752,-50.1513,3515905,13,São José do Rio Preto
351600,Setembro/2020,1082.0,40,28,12,1.12,Flórida Paulista,-21.6127,-51.1724,3516002,9,Presidente Prudente
351610,Setembro/2020,230.0,1,12,-11,-4.56,Florínia,-22.868,-50.6814,3516101,8,Marília
351620,Setembro/2020,81962.0,3640,2306,1334,1.65,Franca,-20.5352,-47.4039,3516200,6,Franca
351630,Setembro/2020,6840.0,307,201,106,1.57,Francisco Morato,-23.2792,-46.7448,3516309,15,São Paulo
351640,Setembro/2020,13613.0,563,491,72,0.53,Franco da Rocha,-23.3229,-46.729,3516408,15,São Paulo
351650,Setembro/2020,923.0,7,14,-7,-0.75,Gabriel Monteiro,-21.5294,-50.5573,3516507,2,Araçatuba
351660,Setembro/2020,1125.0,32,9,23,2.09,Gália,-22.2918,-49.5504,3516606,8,Marília
351670,Setembro/2020,9169.0,351,201,150,1.66,Garça,-22.2125,-49.6546,3516705,8,Marília
351680,Setembro/2020,168.0,5,26,-21,-11.11,Gastão Vidigal,-20.7948,-50.1912,3516804,2,Araçatuba
351685,Setembro/2020,3795.0,14,150,-136,-3.46,Gavião Peixoto,-21.8367,-48.4957,3516853,1,São Carlos
351690,Setembro/2020,1216.0,24,41,-17,-1.38,General Salgado,-20.6485,-50.364,3516903,2,Araçatuba
351700,Setembro/2020,875.0,6,21,-15,-1.69,Getulina,-21.7961,-49.9312,3517000,4,Bauru
351710,Setembro/2020,847.0,10,9,1,0.12,Glicério,-21.3812,-50.2123,3517109,2,Araçatuba
351720,Setembro/2020,1183.0,30,31,-1,-0.08,Guaiçara,-21.6195,-49.8013,3517208,4,Bauru
351730,Setembro/2020,431.0,11,4,7,1.65,Guaimbê,-21.9091,-49.8986,3517307,4,Bauru
351740,Setembro/2020,14710.0,153,171,-18,-0.12,Guaíra,-20.3196,-48.312,3517406,3,Barretos
351750,Setembro/2020,4581.0,163,134,29,0.64,Guapiaçu,-20.7959,-49.2172,3517505,13,São José do Rio Preto
351760,Setembro/2020,2064.0,28,18,10,0.49,Guapiara,-24.1892,-48.5295,3517604,7,Itapeva
351770,Setembro/2020,2968.0,80,59,21,0.71,Guará,-20.4302,-47.8236,3517703,6,Franca
351780,Setembro/2020,1326.0,10,24,-14,-1.04,Guaraçaí,-21.0292,-51.2119,3517802,2,Araçatuba
351790,Setembro/2020,1999.0,21,20,1,0.05,Guaraci,-20.4977,-48.9391,3517901,3,Barretos
351800,Setembro/2020,142.0,4,3,1,0.71,Guarani d'Oeste,-20.0746,-50.3411,3518008,13,São José do Rio Preto
351810,Setembro/2020,801.0,10,18,-8,-0.99,Guarantã,-21.8942,-49.5914,3518107,4,Bauru
351820,Setembro/2020,6812.0,92,115,-23,-0.34,Guararapes,-21.2544,-50.6453,3518206,2,Araçatuba
351830,Setembro/2020,6961.0,272,272,0,0.0,Guararema,-23.4112,-46.0369,3518305,15,São Paulo
351840,Setembro/2020,26760.0,551,566,-15,-0.06,Guaratinguetá,-22.8075,-45.1938,3518404,14,São José dos Campos
351850,Setembro/2020,2269.0,50,34,16,0.71,Guareí,-23.3714,-48.1837,3518503,16,Sorocaba
351860,Setembro/2020,6821.0,264,153,111,1.65,Guariba,-21.3594,-48.2316,3518602,11,Ribeirão Preto
351870,Setembro/2020,38959.0,776,584,192,0.5,Guarujá,-23.9888,-46.258,3518701,12,Santos
351880,Setembro/2020,314498.0,13634,8400,5234,1.69,Guarulhos,-23.4538,-46.5333,3518800,15,São Paulo
351885,Setembro/2020,1086.0,39,45,-6,-0.55,Guatapará,-21.4944,-48.0356,3518859,11,Ribeirão Preto
351890,Setembro/2020,355.0,5,4,1,0.28,Guzolândia,-20.6467,-50.6645,3518909,2,Araçatuba
351900,Setembro/2020,1320.0,20,26,-6,-0.45,Herculândia,-22.0038,-50.3907,3519006,8,Marília
351905,Setembro/2020,9108.0,368,240,128,1.43,Holambra,-22.6405,-47.0487,3519055,5,Campinas
351907,Setembro/2020,42413.0,1342,1106,236,0.56,Hortolândia,-22.8529,-47.2143,3519071,5,Campinas
351910,Setembro/2020,2798.0,49,65,-16,-0.57,Iacanga,-21.8896,-49.03100000000001,3519105,4,Bauru
351920,Setembro/2020,797.0,18,18,0,0.0,Iacri,-21.8572,-50.6932,3519204,8,Marília
351925,Setembro/2020,1448.0,13,10,3,0.21,Iaras,-22.8682,-49.1634,3519253,16,Sorocaba
351930,Setembro/2020,6063.0,170,133,37,0.61,Ibaté,-21.9584,-47.9882,3519303,1,São Carlos
351940,Setembro/2020,1680.0,69,55,14,0.84,Ibirá,-21.083,-49.2448,3519402,13,São José do Rio Preto
351950,Setembro/2020,905.0,41,48,-7,-0.77,Ibirarema,-22.8185,-50.0739,3519501,8,Marília
351960,Setembro/2020,15632.0,905,643,262,1.7,Ibitinga,-21.7562,-48.8319,3519600,1,São Carlos
351970,Setembro/2020,14081.0,300,277,23,0.16,Ibiúna,-23.6596,-47.223,3519709,16,Sorocaba
351980,Setembro/2020,1010.0,15,34,-19,-1.85,Icém,-20.3391,-49.1915,3519808,13,São José do Rio Preto
351990,Setembro/2020,669.0,21,20,1,0.15,Iepê,-22.6602,-51.0779,3519907,9,Presidente Prudente
352000,Setembro/2020,1921.0,51,31,20,1.05,Igaraçu do Tietê,-22.509,-48.5597,3520004,4,Bauru
352010,Setembro/2020,5370.0,103,117,-14,-0.26,Igarapava,-20.0407,-47.7466,3520103,6,Franca
352020,Setembro/2020,1198.0,51,19,32,2.74,Igaratá,-23.2037,-46.157,3520202,14,São José dos Campos
352030,Setembro/2020,2811.0,51,56,-5,-0.18,Iguape,-24.699,-47.5537,3520301,10,Registro
352040,Setembro/2020,6170.0,306,172,134,2.22,Ilhabela,-23.7785,-45.3552,3520400,14,São José dos Campos
352042,Setembro/2020,1017.0,23,36,-13,-1.26,Ilha Comprida,-24.7307,-47.5383,3520426,10,Registro
352044,Setembro/2020,3559.0,116,93,23,0.65,Ilha Solteira,-20.4326,-51.3426,3520442,2,Araçatuba
352050,Setembro/2020,72608.0,2856,2018,838,1.17,Indaiatuba,-23.0816,-47.2101,3520509,5,Campinas
352060,Setembro/2020,400.0,16,5,11,2.83,Indiana,-22.1738,-51.2555,3520608,9,Presidente Prudente
352070,Setembro/2020,286.0,2,4,-2,-0.69,Indiaporã,-19.979,-50.2909,3520707,13,São José do Rio Preto
352080,Setembro/2020,644.0,8,5,3,0.47,Inúbia Paulista,-21.7695,-50.9633,3520806,9,Presidente Prudente
352090,Setembro/2020,3171.0,74,60,14,0.44,Ipaussu,-23.0575,-49.6279,3520905,8,Marília
352100,Setembro/2020,4349.0,207,148,59,1.38,Iperó,-23.3513,-47.6927,3521002,16,Sorocaba
352110,Setembro/2020,2000.0,60,47,13,0.65,Ipeúna,-22.4355,-47.7151,3521101,5,Campinas
352115,Setembro/2020,830.0,45,28,17,2.09,Ipiguá,-20.6557,-49.3842,3521150,13,São José do Rio Preto
352120,Setembro/2020,185.0,2,4,-2,-1.07,Iporanga,-24.5847,-48.5971,3521200,7,Itapeva
352130,Setembro/2020,1967.0,47,66,-19,-0.96,Ipuã,-20.4438,-48.0129,3521309,6,Franca
352140,Setembro/2020,7515.0,273,170,103,1.39,Iracemápolis,-22.5832,-47.523,3521408,5,Campinas
352150,Setembro/2020,793.0,25,20,5,0.63,Irapuã,-21.2768,-49.4164,3521507,13,São José do Rio Preto
352160,Setembro/2020,424.0,4,7,-3,-0.7,Irapuru,-21.5684,-51.3472,3521606,9,Presidente Prudente
352170,Setembro/2020,2242.0,49,39,10,0.45,Itaberá,-23.8638,-49.14,3521705,7,Itapeva
352180,Setembro/2020,3881.0,86,87,-1,-0.03,Itaí,-23.4213,-49.092,3521804,7,Itapeva
352190,Setembro/2020,3183.0,155,90,65,2.08,Itajobi,-21.3123,-49.0629,3521903,13,São José do Rio Preto
352200,Setembro/2020,633.0,13,2,11,1.77,Itaju,-21.9857,-48.8116,3522000,4,Bauru
352210,Setembro/2020,9998.0,300,236,64,0.64,Itanhaém,-24.1736,-46.788,3522109,12,Santos
352215,Setembro/2020,302.0,2,2,0,0.0,Itaóca,-24.6393,-48.8413,3522158,7,Itapeva
352220,Setembro/2020,20053.0,853,664,189,0.95,Itapecerica da Serra,-23.7161,-46.8572,3522208,15,São Paulo
352230,Setembro/2020,33249.0,1264,919,345,1.05,Itapetininga,-23.5886,-48.0483,3522307,16,Sorocaba
352240,Setembro/2020,16763.0,579,495,84,0.5,Itapeva,-23.9788,-48.8764,3522406,7,Itapeva
352250,Setembro/2020,30856.0,1032,915,117,0.38,Itapevi,-23.5488,-46.9327,3522505,15,São Paulo
352260,Setembro/2020,21603.0,820,653,167,0.78,Itapira,-22.4357,-46.8224,3522604,5,Campinas
352265,Setembro/2020,524.0,4,4,0,0.0,Itapirapuã Paulista,-24.572,-49.1661,3522653,7,Itapeva
352270,Setembro/2020,9812.0,193,224,-31,-0.31,Itápolis,-21.5942,-48.8149,3522703,1,São Carlos
352280,Setembro/2020,1497.0,62,40,22,1.49,Itaporanga,-23.7043,-49.4819,3522802,7,Itapeva
352290,Setembro/2020,4283.0,219,187,32,0.75,Itapuí,-22.2324,-48.7197,3522901,4,Bauru
352300,Setembro/2020,458.0,20,17,3,0.66,Itapura,-20.6419,-51.5063,3523008,2,Araçatuba
352310,Setembro/2020,39985.0,1905,1283,622,1.58,Itaquaquecetuba,-23.4835,-46.3457,3523107,15,São Paulo
352320,Setembro/2020,6756.0,188,125,63,0.94,Itararé,-24.1085,-49.3352,3523206,7,Itapeva
352330,Setembro/2020,1178.0,22,16,6,0.51,Itariri,-24.2834,-47.1736,3523305,10,Registro
352340,Setembro/2020,35260.0,1245,987,258,0.74,Itatiba,-23.0035,-46.8464,3523404,5,Campinas
352350,Setembro/2020,2571.0,190,83,107,4.34,Itatinga,-23.1047,-48.6157,3523503,16,Sorocaba
352360,Setembro/2020,4399.0,145,83,62,1.43,Itirapina,-22.2562,-47.8166,3523602,5,Campinas
352370,Setembro/2020,718.0,9,4,5,0.7,Itirapuã,-20.6416,-47.2194,3523701,6,Franca
352380,Setembro/2020,746.0,18,16,2,0.27,Itobi,-21.7309,-46.9743,3523800,5,Campinas
352390,Setembro/2020,49738.0,1633,1315,318,0.64,Itu,-23.2544,-47.2927,3523909,16,Sorocaba
352400,Setembro/2020,28110.0,1343,918,425,1.54,Itupeva,-23.1526,-47.0593,3524006,5,Campinas
352410,Setembro/2020,6204.0,164,104,60,0.98,Ituverava,-20.3355,-47.7902,3524105,6,Franca
352420,Setembro/2020,642.0,6,3,3,0.47,Jaborandi,-20.6884,-48.4112,3524204,3,Barretos
352430,Setembro/2020,20197.0,658,640,18,0.09,Jaboticabal,-21.252,-48.3252,3524303,11,Ribeirão Preto
352440,Setembro/2020,44583.0,1725,1314,411,0.93,Jacareí,-23.2983,-45.9658,3524402,14,São José dos Campos
352450,Setembro/2020,3190.0,176,112,64,2.05,Jaci,-20.8805,-49.5797,3524501,13,São José do Rio Preto
352460,Setembro/2020,2622.0,76,56,20,0.77,Jacupiranga,-24.6963,-48.0064,3524600,10,Registro
352470,Setembro/2020,31772.0,1077,932,145,0.46,Jaguariúna,-22.7037,-46.9851,3524709,5,Campinas
352480,Setembro/2020,10417.0,306,244,62,0.6,Jales,-20.2672,-50.5494,3524808,13,São José do Rio Preto
352490,Setembro/2020,3042.0,161,57,104,3.54,Jambeiro,-23.2522,-45.6942,3524907,14,São José dos Campos
352500,Setembro/2020,17373.0,634,450,184,1.07,Jandira,-23.5275,-46.9023,3525003,15,São Paulo
352510,Setembro/2020,9297.0,356,267,89,0.97,Jardinópolis,-21.0176,-47.7606,3525102,11,Ribeirão Preto
352520,Setembro/2020,8864.0,278,194,84,0.96,Jarinu,-23.1039,-46.728,3525201,5,Campinas
352530,Setembro/2020,32303.0,1193,882,311,0.97,Jaú,-22.2936,-48.5592,3525300,4,Bauru
352540,Setembro/2020,583.0,9,45,-36,-5.82,Jeriquara,-20.3116,-47.5918,3525409,6,Franca
352550,Setembro/2020,1910.0,71,51,20,1.06,Joanópolis,-22.927,-46.2741,3525508,5,Campinas
352560,Setembro/2020,329.0,2,5,-3,-0.9,João Ramalho,-22.2473,-50.7694,3525607,8,Marília
352570,Setembro/2020,9331.0,314,264,50,0.54,José Bonifácio,-21.0551,-49.6892,3525706,13,São José do Rio Preto
352580,Setembro/2020,191.0,2,2,0,0.0,Júlio Mesquita,-22.0112,-49.7873,3525805,8,Marília
352585,Setembro/2020,1319.0,43,34,9,0.69,Jumirim,-23.0884,-47.7868,3525854,16,Sorocaba
352590,Setembro/2020,159146.0,6431,5496,935,0.59,Jundiaí,-23.1852,-46.8974,3525904,5,Campinas
352600,Setembro/2020,5081.0,92,85,7,0.14,Junqueirópolis,-21.5103,-51.4342,3526001,9,Presidente Prudente
352610,Setembro/2020,1532.0,14,15,-1,-0.07,Juquiá,-24.3101,-47.6426,3526100,10,Registro
352620,Setembro/2020,3627.0,72,55,17,0.47,Juquitiba,-23.9244,-47.0653,3526209,15,São Paulo
352630,Setembro/2020,701.0,7,7,0,0.0,Lagoinha,-23.0846,-45.1944,3526308,14,São José dos Campos
352640,Setembro/2020,9657.0,559,368,191,2.02,Laranjal Paulista,-23.0506,-47.8375,3526407,16,Sorocaba
352650,Setembro/2020,355.0,2,3,-1,-0.28,Lavínia,-21.1639,-51.0412,3526506,2,Araçatuba
352660,Setembro/2020,457.0,8,1,7,1.56,Lavrinhas,-22.57,-44.9024,3526605,14,São José dos Campos
352670,Setembro/2020,20209.0,727,548,179,0.89,Leme,-22.1809,-47.3841,3526704,5,Campinas
352680,Setembro/2020,22404.0,1559,877,682,3.14,Lençóis Paulista,-22.6027,-48.8037,3526803,4,Bauru
352690,Setembro/2020,76357.0,2813,2033,780,1.03,Limeira,-22.566,-47.397,3526902,5,Campinas
352700,Setembro/2020,1559.0,62,40,22,1.43,Lindóia,-22.5226,-46.65,3527009,5,Campinas
352710,Setembro/2020,24931.0,589,532,57,0.23,Lins,-21.6718,-49.7526,3527108,4,Bauru
352720,Setembro/2020,14944.0,389,283,106,0.71,Lorena,-22.7334,-45.1197,3527207,14,São José dos Campos
352725,Setembro/2020,75.0,0,2,-2,-2.6,Lourdes,-20.966,-50.2263,3527256,2,Araçatuba
352730,Setembro/2020,17435.0,907,460,447,2.63,Louveira,-23.0856,-46.9484,3527306,5,Campinas
352740,Setembro/2020,9388.0,466,354,112,1.21,Lucélia,-21.7182,-51.0215,3527405,9,Presidente Prudente
352750,Setembro/2020,1046.0,6,4,2,0.19,Lucianópolis,-22.4294,-49.522,3527504,4,Bauru
352760,Setembro/2020,6551.0,148,208,-60,-0.91,Luís Antônio,-21.55,-47.7801,3527603,11,Ribeirão Preto
352770,Setembro/2020,537.0,9,2,7,1.32,Luiziânia,-21.6737,-50.3294,3527702,2,Araçatuba
352780,Setembro/2020,568.0,11,6,5,0.89,Lupércio,-22.4146,-49.81800000000001,3527801,8,Marília
352790,Setembro/2020,444.0,1,3,-2,-0.45,Lutécia,-22.3384,-50.394,3527900,8,Marília
352800,Setembro/2020,3440.0,63,102,-39,-1.12,Macatuba,-22.5002,-48.7102,3528007,4,Bauru
352810,Setembro/2020,1526.0,105,40,65,4.45,Macaubal,-20.8022,-49.9687,3528106,13,São José do Rio Preto
352820,Setembro/2020,254.0,2,5,-3,-1.17,Macedônia,-20.1444,-50.1973,3528205,13,São José do Rio Preto
352830,Setembro/2020,454.0,11,14,-3,-0.66,Magda,-20.6445,-50.2305,3528304,13,São José do Rio Preto
352840,Setembro/2020,9419.0,269,197,72,0.77,Mairinque,-23.5398,-47.185,3528403,16,Sorocaba
352850,Setembro/2020,12966.0,607,416,191,1.5,Mairiporã,-23.3171,-46.5897,3528502,15,São Paulo
352860,Setembro/2020,1586.0,24,30,-6,-0.38,Manduri,-23.0056,-49.3202,3528601,16,Sorocaba
352870,Setembro/2020,300.0,1,2,-1,-0.33,Marabá Paulista,-22.1068,-51.9617,3528700,9,Presidente Prudente
352880,Setembro/2020,2774.0,37,44,-7,-0.25,Maracaí,-22.6149,-50.6713,3528809,8,Marília
352885,Setembro/2020,1607.0,26,48,-22,-1.35,Marapoama,-21.2587,-49.13,3528858,13,São José do Rio Preto
352890,Setembro/2020,140.0,1,1,0,0.0,Mariápolis,-21.7959,-51.1824,3528908,9,Presidente Prudente
352900,Setembro/2020,65223.0,2548,1876,672,1.04,Marília,-22.2171,-49.9501,3529005,8,Marília
352910,Setembro/2020,146.0,1,1,0,0.0,Marinópolis,-20.4389,-50.8254,3529104,13,São José do Rio Preto
352920,Setembro/2020,2211.0,45,47,-2,-0.09,Martinópolis,-22.1462,-51.1709,3529203,9,Presidente Prudente
352930,Setembro/2020,32969.0,1296,852,444,1.37,Matão,-21.6025,-48.364,3529302,1,São Carlos
352940,Setembro/2020,59462.0,2099,1568,531,0.9,Mauá,-23.6677,-46.4613,3529401,15,São Paulo
352950,Setembro/2020,2424.0,107,25,82,3.5,Mendonça,-21.1757,-49.5791,3529500,13,São José do Rio Preto
352960,Setembro/2020,1852.0,25,28,-3,-0.16,Meridiano,-20.3579,-50.1811,3529609,13,São José do Rio Preto
352965,Setembro/2020,67.0,3,3,0,0.0,Mesópolis,-19.9684,-50.6326,3529658,13,São José do Rio Preto
352970,Setembro/2020,1916.0,43,36,7,0.37,Miguelópolis,-20.1796,-48.03100000000001,3529708,6,Franca
352980,Setembro/2020,1303.0,30,22,8,0.62,Mineiros do Tietê,-22.412,-48.451,3529807,4,Bauru
352990,Setembro/2020,2323.0,17,33,-16,-0.68,Miracatu,-24.2766,-47.4625,3529906,10,Registro
353000,Setembro/2020,239.0,2,4,-2,-0.83,Mira Estrela,-19.9789,-50.139,3530003,13,São José do Rio Preto
353010,Setembro/2020,3277.0,35,64,-29,-0.88,Mirandópolis,-21.1313,-51.1035,3530102,2,Araçatuba
353020,Setembro/2020,2846.0,31,18,13,0.46,Mirante do Paranapanema,-22.2904,-51.9084,3530201,9,Presidente Prudente
353030,Setembro/2020,15136.0,674,495,179,1.2,Mirassol,-20.8169,-49.5206,3530300,13,São José do Rio Preto
353040,Setembro/2020,768.0,13,16,-3,-0.39,Mirassolândia,-20.6179,-49.4617,3530409,13,São José do Rio Preto
353050,Setembro/2020,16804.0,402,291,111,0.66,Mococa,-21.4647,-47.0024,3530508,5,Campinas
353060,Setembro/2020,95836.0,3659,3027,632,0.66,Mogi das Cruzes,-23.5208,-46.1854,3530607,15,São Paulo
353070,Setembro/2020,36150.0,1439,1138,301,0.84,Mogi Guaçu,-22.3675,-46.9428,3530706,5,Campinas
353080,Setembro/2020,28539.0,812,642,170,0.6,Mogi Mirim,-22.4332,-46.9532,3530805,5,Campinas
353090,Setembro/2020,551.0,32,14,18,3.38,Mombuca,-22.9285,-47.559,3530904,5,Campinas
353100,Setembro/2020,555.0,15,17,-2,-0.36,Monções,-20.8509,-50.0975,3531001,13,São José do Rio Preto
353110,Setembro/2020,6170.0,168,147,21,0.34,Mongaguá,-24.0809,-46.6265,3531100,12,Santos
353120,Setembro/2020,992.0,40,38,2,0.2,Monte Alegre do Sul,-22.6817,-46.681,3531209,5,Campinas
353130,Setembro/2020,12943.0,472,308,164,1.28,Monte Alto,-21.2655,-48.4971,3531308,11,Ribeirão Preto
353140,Setembro/2020,3836.0,140,153,-13,-0.34,Monte Aprazível,-20.768,-49.7184,3531407,13,São José do Rio Preto
353150,Setembro/2020,5333.0,279,112,167,3.23,Monte Azul Paulista,-20.9065,-48.6387,3531506,3,Barretos
353160,Setembro/2020,524.0,9,10,-1,-0.19,Monte Castelo,-21.2981,-51.5679,3531605,9,Presidente Prudente
353170,Setembro/2020,402.0,1,5,-4,-0.99,Monteiro Lobato,-22.9544,-45.8407,3531704,14,São José dos Campos
353180,Setembro/2020,10707.0,447,321,126,1.19,Monte Mor,-22.945,-47.3122,3531803,5,Campinas
353190,Setembro/2020,7102.0,98,86,12,0.17,Morro Agudo,-20.7288,-48.0581,3531902,6,Franca
353200,Setembro/2020,4371.0,124,112,12,0.28,Morungaba,-22.8811,-46.7896,3532009,5,Campinas
353205,Setembro/2020,737.0,28,21,7,0.96,Motuca,-21.5103,-48.1538,3532058,1,São Carlos
353210,Setembro/2020,195.0,4,5,-1,-0.51,Murutinga do Sul,-20.9908,-51.2774,3532108,2,Araçatuba
353215,Setembro/2020,197.0,3,3,0,0.0,Nantes,-22.6156,-51.24,3532157,9,Presidente Prudente
353220,Setembro/2020,732.0,14,18,-4,-0.54,Narandiba,-22.4057,-51.5274,3532207,9,Presidente Prudente
353230,Setembro/2020,723.0,9,5,4,0.56,Natividade da Serra,-23.3707,-45.4468,3532306,14,São José dos Campos
353240,Setembro/2020,2180.0,58,55,3,0.14,Nazaré Paulista,-23.1747,-46.3983,3532405,5,Campinas
353250,Setembro/2020,1389.0,40,62,-22,-1.56,Neves Paulista,-20.843000000000004,-49.6358,3532504,13,São José do Rio Preto
353260,Setembro/2020,1712.0,41,37,4,0.23,Nhandeara,-20.6945,-50.0436,3532603,13,São José do Rio Preto
353270,Setembro/2020,444.0,17,17,0,0.0,Nipoã,-20.9114,-49.7833,3532702,13,São José do Rio Preto
353280,Setembro/2020,1404.0,35,26,9,0.65,Nova Aliança,-21.0156,-49.4986,3532801,13,São José do Rio Preto
353282,Setembro/2020,1683.0,66,43,23,1.39,Nova Campina,-24.1224,-48.9022,3532827,7,Itapeva
353284,Setembro/2020,78.0,8,6,2,2.63,Nova Canaã Paulista,-20.3836,-50.9483,3532843,13,São José do Rio Preto
353286,Setembro/2020,62.0,2,0,2,3.33,Nova Castilho,-20.7615,-50.3477,3532868,2,Araçatuba
353290,Setembro/2020,3090.0,47,51,-4,-0.13,Nova Europa,-21.7765,-48.5705,3532900,1,São Carlos
353300,Setembro/2020,2953.0,90,55,35,1.2,Nova Granada,-20.5321,-49.3123,3533007,13,São José do Rio Preto
353310,Setembro/2020,58.0,0,1,-1,-1.69,Nova Guataporanga,-21.332,-51.6447,3533106,9,Presidente Prudente
353320,Setembro/2020,1435.0,6,16,-10,-0.69,Nova Independência,-21.1026,-51.4905,3533205,2,Araçatuba
353325,Setembro/2020,470.0,16,43,-27,-5.43,Novais,-20.9893,-48.9141,3533254,13,São José do Rio Preto
353330,Setembro/2020,135.0,1,2,-1,-0.74,Nova Luzitânia,-20.856,-50.2617,3533304,2,Araçatuba
353340,Setembro/2020,19326.0,1113,604,509,2.71,Nova Odessa,-22.7832,-47.2941,3533403,5,Campinas
353350,Setembro/2020,10585.0,280,148,132,1.26,Novo Horizonte,-21.4651,-49.2234,3533502,13,São José do Rio Preto
353360,Setembro/2020,3342.0,97,83,14,0.42,Nuporanga,-20.7296,-47.7429,3533601,6,Franca
353370,Setembro/2020,641.0,2,6,-4,-0.62,Ocauçu,-22.438,-49.922,3533700,8,Marília
353380,Setembro/2020,164.0,2,1,1,0.61,Óleo,-22.9435,-49.3419,3533809,8,Marília
353390,Setembro/2020,14640.0,368,309,59,0.4,Olímpia,-20.7366,-48.9106,3533908,3,Barretos
353400,Setembro/2020,2172.0,40,32,8,0.37,Onda Verde,-20.6042,-49.2929,3534005,13,São José do Rio Preto
353410,Setembro/2020,612.0,30,13,17,2.86,Oriente,-22.1549,-50.0971,3534104,8,Marília
353420,Setembro/2020,3282.0,44,33,11,0.34,Orindiúva,-20.1861,-49.3464,3534203,13,São José do Rio Preto
353430,Setembro/2020,10491.0,287,274,13,0.12,Orlândia,-20.7169,-47.8852,3534302,6,Franca
353440,Setembro/2020,149978.0,4932,4626,306,0.2,Osasco,-23.5324,-46.7916,3534401,15,São Paulo
353450,Setembro/2020,213.0,10,6,4,1.91,Oscar Bressane,-22.3149,-50.2811,3534500,8,Marília
